I2,b1,tau,V_wait,Action,q_star,V_final
-32,18,5.0,1697.60,WAIT,0,1697.60
-32,19,5.0,1712.60,WAIT,0,1712.60
-31,0,5.0,1394.00,WAIT,0,1394.00
-31,1,5.0,1409.00,WAIT,0,1409.00
-31,2,5.0,1424.00,WAIT,0,1424.00
-31,3,5.0,1439.00,WAIT,0,1439.00
-31,4,5.0,1454.00,WAIT,0,1454.00
-31,5,5.0,1469.00,WAIT,0,1469.00
-31,6,5.0,1484.00,WAIT,0,1484.00
-31,7,5.0,1499.00,WAIT,0,1499.00
-31,8,5.0,1514.00,WAIT,0,1514.00
-31,9,5.0,1529.00,WAIT,0,1529.00
-31,10,5.0,1544.00,WAIT,0,1544.00
-31,11,5.0,1559.00,WAIT,0,1559.00
-31,12,5.0,1574.00,WAIT,0,1574.00
-31,13,5.0,1589.00,WAIT,0,1589.00
-31,14,5.0,1604.00,WAIT,0,1604.00
-31,15,5.0,1619.00,WAIT,0,1619.00
-31,16,5.0,1634.00,WAIT,0,1634.00
-31,17,5.0,1649.00,WAIT,0,1649.00
-31,18,5.0,1664.00,WAIT,0,1664.00
-31,19,5.0,1679.00,WAIT,0,1679.00
-30,0,5.0,1361.00,WAIT,0,1361.00
-30,1,5.0,1376.00,WAIT,0,1376.00
-30,2,5.0,1391.00,WAIT,0,1391.00
-30,3,5.0,1406.00,WAIT,0,1406.00
-30,4,5.0,1421.00,WAIT,0,1421.00
-30,5,5.0,1436.00,WAIT,0,1436.00
-30,6,5.0,1451.00,WAIT,0,1451.00
-30,7,5.0,1466.00,WAIT,0,1466.00
-30,8,5.0,1481.00,WAIT,0,1481.00
-30,9,5.0,1496.00,WAIT,0,1496.00
-30,10,5.0,1511.00,WAIT,0,1511.00
-30,11,5.0,1526.00,WAIT,0,1526.00
-30,12,5.0,1541.00,WAIT,0,1541.00
-30,13,5.0,1556.00,WAIT,0,1556.00
-30,14,5.0,1571.00,WAIT,0,1571.00
-30,15,5.0,1586.00,WAIT,0,1586.00
-30,16,5.0,1601.00,WAIT,0,1601.00
-30,17,5.0,1616.00,WAIT,0,1616.00
-30,18,5.0,1631.00,WAIT,0,1631.00
-30,19,5.0,1646.00,WAIT,0,1646.00
-29,0,5.0,1328.60,WAIT,0,1328.60
-29,1,5.0,1343.60,WAIT,0,1343.60
-29,2,5.0,1358.60,WAIT,0,1358.60
-29,3,5.0,1373.60,WAIT,0,1373.60
-29,4,5.0,1388.60,WAIT,0,1388.60
-29,5,5.0,1403.60,WAIT,0,1403.60
-29,6,5.0,1418.60,WAIT,0,1418.60
-29,7,5.0,1433.60,WAIT,0,1433.60
-29,8,5.0,1448.60,WAIT,0,1448.60
-29,9,5.0,1463.60,WAIT,0,1463.60
-29,10,5.0,1478.60,WAIT,0,1478.60
-29,11,5.0,1493.60,WAIT,0,1493.60
-29,12,5.0,1508.60,WAIT,0,1508.60
-29,13,5.0,1523.60,WAIT,0,1523.60
-29,14,5.0,1538.60,WAIT,0,1538.60
-29,15,5.0,1553.60,WAIT,0,1553.60
-29,16,5.0,1568.60,WAIT,0,1568.60
-29,17,5.0,1583.60,WAIT,0,1583.60
-29,18,5.0,1598.60,WAIT,0,1598.60
-29,19,5.0,1613.60,WAIT,0,1613.60
-28,0,5.0,1296.80,WAIT,0,1296.80
-28,1,5.0,1311.80,WAIT,0,1311.80
-28,2,5.0,1326.80,WAIT,0,1326.80
-28,3,5.0,1341.80,WAIT,0,1341.80
-28,4,5.0,1356.80,WAIT,0,1356.80
-28,5,5.0,1371.80,WAIT,0,1371.80
-28,6,5.0,1386.80,WAIT,0,1386.80
-28,7,5.0,1401.80,WAIT,0,1401.80
-28,8,5.0,1416.80,WAIT,0,1416.80
-28,9,5.0,1431.80,WAIT,0,1431.80
-28,10,5.0,1446.80,WAIT,0,1446.80
-28,11,5.0,1461.80,WAIT,0,1461.80
-28,12,5.0,1476.80,WAIT,0,1476.80
-28,13,5.0,1491.80,WAIT,0,1491.80
-28,14,5.0,1506.80,WAIT,0,1506.80
-28,15,5.0,1521.80,WAIT,0,1521.80
-28,16,5.0,1536.80,WAIT,0,1536.80
-28,17,5.0,1551.80,WAIT,0,1551.80
-28,18,5.0,1566.80,WAIT,0,1566.80
-28,19,5.0,1581.80,WAIT,0,1581.80
-27,0,5.0,1265.60,WAIT,0,1265.60
-27,1,5.0,1280.60,WAIT,0,1280.60
-27,2,5.0,1295.60,WAIT,0,1295.60
-27,3,5.0,1310.60,WAIT,0,1310.60
-27,4,5.0,1325.60,WAIT,0,1325.60
-27,5,5.0,1340.60,WAIT,0,1340.60
-27,6,5.0,1355.60,WAIT,0,1355.60
-27,7,5.0,1370.60,WAIT,0,1370.60
-27,8,5.0,1385.60,WAIT,0,1385.60
-27,9,5.0,1400.60,WAIT,0,1400.60
-27,10,5.0,1415.60,WAIT,0,1415.60
-27,11,5.0,1430.60,WAIT,0,1430.60
-27,12,5.0,1445.60,WAIT,0,1445.60
-27,13,5.0,1460.60,WAIT,0,1460.60
-27,14,5.0,1475.60,WAIT,0,1475.60
-27,15,5.0,1490.60,WAIT,0,1490.60
-27,16,5.0,1505.60,WAIT,0,1505.60
-27,17,5.0,1520.60,WAIT,0,1520.60
-27,18,5.0,1535.60,WAIT,0,1535.60
-27,19,5.0,1550.60,WAIT,0,1550.60
-26,0,5.0,1235.00,WAIT,0,1235.00
-26,1,5.0,1250.00,WAIT,0,1250.00
-26,2,5.0,1265.00,WAIT,0,1265.00
-26,3,5.0,1280.00,WAIT,0,1280.00
-26,4,5.0,1295.00,WAIT,0,1295.00
-26,5,5.0,1310.00,WAIT,0,1310.00
-26,6,5.0,1325.00,WAIT,0,1325.00
-26,7,5.0,1340.00,WAIT,0,1340.00
-26,8,5.0,1355.00,WAIT,0,1355.00
-26,9,5.0,1370.00,WAIT,0,1370.00
-26,10,5.0,1385.00,WAIT,0,1385.00
-26,11,5.0,1400.00,WAIT,0,1400.00
-26,12,5.0,1415.00,WAIT,0,1415.00
-26,13,5.0,1430.00,WAIT,0,1430.00
-26,14,5.0,1445.00,WAIT,0,1445.00
-26,15,5.0,1460.00,WAIT,0,1460.00
-26,16,5.0,1475.00,WAIT,0,1475.00
-26,17,5.0,1490.00,WAIT,0,1490.00
-26,18,5.0,1505.00,WAIT,0,1505.00
-26,19,5.0,1520.00,WAIT,0,1520.00
-25,0,5.0,1205.00,WAIT,0,1205.00
-25,1,5.0,1220.00,WAIT,0,1220.00
-25,2,5.0,1235.00,WAIT,0,1235.00
-25,3,5.0,1250.00,WAIT,0,1250.00
-25,4,5.0,1265.00,WAIT,0,1265.00
-25,5,5.0,1280.00,WAIT,0,1280.00
-25,6,5.0,1295.00,WAIT,0,1295.00
-25,7,5.0,1310.00,WAIT,0,1310.00
-25,8,5.0,1325.00,WAIT,0,1325.00
-25,9,5.0,1340.00,WAIT,0,1340.00
-25,10,5.0,1355.00,WAIT,0,1355.00
-25,11,5.0,1370.00,WAIT,0,1370.00
-25,12,5.0,1385.00,WAIT,0,1385.00
-25,13,5.0,1400.00,WAIT,0,1400.00
-25,14,5.0,1415.00,WAIT,0,1415.00
-25,15,5.0,1430.00,WAIT,0,1430.00
-25,16,5.0,1445.00,WAIT,0,1445.00
-25,17,5.0,1460.00,WAIT,0,1460.00
-25,18,5.0,1475.00,WAIT,0,1475.00
-25,19,5.0,1490.00,WAIT,0,1490.00
-24,0,5.0,1175.60,WAIT,0,1175.60
-24,1,5.0,1190.60,WAIT,0,1190.60
-24,2,5.0,1205.60,WAIT,0,1205.60
-24,3,5.0,1220.60,WAIT,0,1220.60
-24,4,5.0,1235.60,WAIT,0,1235.60
-24,5,5.0,1250.60,WAIT,0,1250.60
-24,6,5.0,1265.60,WAIT,0,1265.60
-24,7,5.0,1280.60,WAIT,0,1280.60
-24,8,5.0,1295.60,WAIT,0,1295.60
-24,9,5.0,1310.60,WAIT,0,1310.60
-24,10,5.0,1325.60,WAIT,0,1325.60
-24,11,5.0,1340.60,WAIT,0,1340.60
